date,State,District,Sub-District,NewCases,CumCases,Recovered,CumRecovered,Deaths,CumDeaths,ActiveCases
11/07/2021,Selangor,Hulu Selangor,Serendah,88,4564,19,4220,0,28,316
11/07/2021,Selangor,Hulu Selangor,Sungai Gumut,0,0,0,0,0,0,0
11/07/2021,Selangor,Hulu Selangor,Sungai Tinggi,0,96,2,96,0,0,0
11/07/2021,Selangor,Klang,Kapar,83,21498,82,21067,1,56,375
11/07/2021,Selangor,Klang,Klang,460,36165,256,34446,5,230,1489
11/07/2021,Selangor,Klang,Penjara,0,13,0,13,0,0,0
11/07/2021,Selangor,Kuala Langat,Bandar,5,413,2,405,0,4,4
11/07/2021,Selangor,Kuala Langat,Batu,0,364,0,355,0,6,3
11/07/2021,Selangor,Kuala Langat,Jugra,1,398,2,389,0,2,7
11/07/2021,Selangor,Kuala Langat,Kelanang,0,169,0,168,0,1,0
11/07/2021,Selangor,Kuala Langat,Morib,4,513,4,496,0,10,7
11/07/2021,Selangor,Kuala Langat,Penjara,35,188,0,82,0,0,106
11/07/2021,Selangor,Kuala Langat,Tanjung 12(1),48,4975,44,4823,0,24,128
11/07/2021,Selangor,Kuala Langat,Tanjung 12(2),17,1900,7,1865,0,9,26
11/07/2021,Selangor,Kuala Langat,Telok Panglima Garang,37,5975,21,5858,1,30,87
11/07/2021,Selangor,Kuala Selangor,Api-Api,0,195,11,172,0,1,22
11/07/2021,Selangor,Kuala Selangor,Bestari Jaya,12,1660,21,1605,1,8,47
11/07/2021,Selangor,Kuala Selangor,Hulu Tinggi,0,0,0,0,0,0,0
11/07/2021,Selangor,Kuala Selangor,Ijok,118,4251,72,3915,0,29,307
11/07/2021,Selangor,Kuala Selangor,Jeram,8,1314,19,1173,0,10,131
11/07/2021,Selangor,Kuala Selangor,Kuala Selangor,1,692,7,585,0,5,102
11/07/2021,Selangor,Kuala Selangor,Pasangan,1,49,0,42,0,0,7
11/07/2021,Selangor,Kuala Selangor,Penjara,0,12,5,12,0,0,0
11/07/2021,Selangor,Kuala Selangor,Tanjong Karang,3,729,2,699,0,8,22
11/07/2021,Selangor,Kuala Selangor,Ujong Permatang,0,133,0,129,0,2,2
11/07/2021,Selangor,Petaling,Bukit Raja,118,6511,35,6275,0,31,205
11/07/2021,Selangor,Petaling,Damansara,571,28633,304,27035,5,158,1440
11/07/2021,Selangor,Petaling,Penjara,0,18,0,17,0,0,1
11/07/2021,Selangor,Petaling,Petaling,674,30511,249,29120,5,324,1067
11/07/2021,Selangor,Petaling,Sungai Buloh,400,20156,649,19091,3,103,962
11/07/2021,Selangor,Sabak Bernam,Bagan Nakhoda Omar,3,147,1,120,0,4,23
11/07/2021,Selangor,Sabak Bernam,Panchang Bedena,11,294,0,259,0,0,35
11/07/2021,Selangor,Sabak Bernam,Pasir Panjang,5,332,15,323,0,1,8
11/07/2021,Selangor,Sabak Bernam,Penjara,0,4,0,4,0,0,0
11/07/2021,Selangor,Sabak Bernam,Sabak,3,428,2,411,0,4,13
11/07/2021,Selangor,Sabak Bernam,Sungai Panjang,2,271,0,257,0,4,10
11/07/2021,Selangor,Sepang,Dengkil,342,11108,68,10388,0,49,671
11/07/2021,Selangor,Sepang,Labu,37,6481,24,6355,0,13,113
11/07/2021,Selangor,Sepang,Penjara,1,87,0,83,0,0,4
11/07/2021,Selangor,Sepang,Sepang,79,1960,18,1790,0,9,161
12/07/2021,Selangor,Gombak,Batu,115,13837,177,13211,2,155,471
12/07/2021,Selangor,Gombak,Hulu Kelang,6,4095,49,3902,1,58,135
12/07/2021,Selangor,Gombak,Kuang,101,2774,18,2519,0,13,242
12/07/2021,Selangor,Gombak,Penjara,0,242,0,238,0,2,0
12/07/2021,Selangor,Gombak,Rawang,178,5874,57,5562,2,60,252
12/07/2021,Selangor,Gombak,Setapak,149,2697,53,2492,0,27,178
12/07/2021,Selangor,Hulu Langat,Ampang,315,14532,17,12828,7,166,1538
12/07/2021,Selangor,Hulu Langat,Beranang,94,1308,0,1072,1,17,219
12/07/2021,Selangor,Hulu Langat,Cheras,241,13828,2,12388,1,142,1298
12/07/2021,Selangor,Hulu Langat,Hulu Langat,74,2561,0,2307,1,28,226
12/07/2021,Selangor,Hulu Langat,Hulu Semenyih,0,0,0,0,0,0,2
12/07/2021,Selangor,Hulu Langat,Kajang,401,21555,6,19528,3,145,1882
12/07/2021,Selangor,Hulu Langat,Penjara,38,2842,3,2596,0,0,246
12/07/2021,Selangor,Hulu Langat,Semenyih,50,5502,0,5315,0,41,146
12/07/2021,Selangor,Hulu Selangor,Ampang Pechah,1,459,2,437,0,4,18
12/07/2021,Selangor,Hulu Selangor,Batang Kali,8,577,1,511,1,5,61
12/07/2021,Selangor,Hulu Selangor,Buluh Telur,0,1,0,1,0,0,0
12/07/2021,Selangor,Hulu Selangor,Hulu Bernam,1,213,3,193,0,3,17
12/07/2021,Selangor,Hulu Selangor,Hulu Yam,12,389,0,81,0,3,305
12/07/2021,Selangor,Hulu Selangor,Kalumpang,3,256,0,160,0,2,94
12/07/2021,Selangor,Hulu Selangor,Kerling,0,76,0,73,0,0,3
12/07/2021,Selangor,Hulu Selangor,Kuala Kalumpang,0,0,0,0,0,0,0
12/07/2021,Selangor,Hulu Selangor,Penjara,0,277,0,277,0,0,0
12/07/2021,Selangor,Hulu Selangor,Pertak,0,0,0,0,0,0,0
12/07/2021,Selangor,Hulu Selangor,Rasa,6,281,1,242,0,2,37
12/07/2021,Selangor,Hulu Selangor,Serendah,69,4633,28,4248,1,29,356
12/07/2021,Selangor,Hulu Selangor,Sungai Gumut,0,0,0,0,0,0,0
12/07/2021,Selangor,Hulu Selangor,Sungai Tinggi,0,96,0,96,0,0,0
12/07/2021,Selangor,Klang,Kapar,181,21679,198,21265,0,56,358
12/07/2021,Selangor,Klang,Klang,315,36480,540,34986,6,236,1258
12/07/2021,Selangor,Klang,Penjara,0,13,0,13,0,0,0
12/07/2021,Selangor,Kuala Langat,Bandar,0,413,0,405,0,4,4
12/07/2021,Selangor,Kuala Langat,Batu,3,367,0,355,0,6,6
12/07/2021,Selangor,Kuala Langat,Jugra,2,400,3,392,0,2,6
12/07/2021,Selangor,Kuala Langat,Kelanang,4,173,0,168,0,1,4
12/07/2021,Selangor,Kuala Langat,Morib,10,523,4,500,2,12,11
12/07/2021,Selangor,Kuala Langat,Penjara,0,188,0,82,0,0,106
12/07/2021,Selangor,Kuala Langat,Tanjung 12(1),97,5072,25,4848,2,26,198
12/07/2021,Selangor,Kuala Langat,Tanjung 12(2),15,1915,8,1873,0,9,33
12/07/2021,Selangor,Kuala Langat,Telok Panglima Garang,30,6005,40,5898,1,31,76
12/07/2021,Selangor,Kuala Selangor,Api-Api,0,195,0,172,0,1,22
12/07/2021,Selangor,Kuala Selangor,Bestari Jaya,7,1667,1,1606,0,8,53
12/07/2021,Selangor,Kuala Selangor,Hulu Tinggi,0,0,0,0,0,0,0
12/07/2021,Selangor,Kuala Selangor,Ijok,60,4311,2,3917,0,29,365
12/07/2021,Selangor,Kuala Selangor,Jeram,25,1339,1,1174,0,10,155
12/07/2021,Selangor,Kuala Selangor,Kuala Selangor,7,699,0,585,0,5,109
12/07/2021,Selangor,Kuala Selangor,Pasangan,0,49,0,42,0,0,7
12/07/2021,Selangor,Kuala Selangor,Penjara,0,12,0,12,0,0,0
12/07/2021,Selangor,Kuala Selangor,Tanjong Karang,2,731,1,700,1,9,22
12/07/2021,Selangor,Kuala Selangor,Ujong Permatang,0,133,0,129,0,2,2
12/07/2021,Selangor,Petaling,Bukit Raja,87,6598,53,6328,1,32,238
12/07/2021,Selangor,Petaling,Damansara,550,29183,509,27544,6,164,1475
12/07/2021,Selangor,Petaling,Penjara,0,18,0,17,0,0,1
12/07/2021,Selangor,Petaling,Petaling,478,30989,399,29519,2,326,1144
12/07/2021,Selangor,Petaling,Sungai Buloh,403,20559,277,19368,2,105,1086
12/07/2021,Selangor,Sabak Bernam,Bagan Nakhoda Omar,0,147,0,120,0,4,23
12/07/2021,Selangor,Sabak Bernam,Panchang Bedena,0,294,1,260,0,0,34
12/07/2021,Selangor,Sabak Bernam,Pasir Panjang,0,332,1,324,0,1,7
12/07/2021,Selangor,Sabak Bernam,Penjara,0,4,0,4,0,0,0
12/07/2021,Selangor,Sabak Bernam,Sabak,0,428,0,411,0,4,13
12/07/2021,Selangor,Sabak Bernam,Sungai Panjang,0,271,0,257,0,4,10
12/07/2021,Selangor,Sepang,Dengkil,99,11207,39,10427,1,50,730
12/07/2021,Selangor,Sepang,Labu,30,6511,7,6362,1,14,135
12/07/2021,Selangor,Sepang,Penjara,0,87,0,83,0,0,4
12/07/2021,Selangor,Sepang,Sepang,23,1983,1,1791,1,10,182
13/07/2021,Selangor,Gombak,Batu,408,14245,103,13314,2,157,774
13/07/2021,Selangor,Gombak,Hulu Kelang,194,4289,44,3946,1,59,284
13/07/2021,Selangor,Gombak,Kuang,157,2931,29,2548,1,14,369
13/07/2021,Selangor,Gombak,Penjara,0,242,0,238,0,2,0
13/07/2021,Selangor,Gombak,Rawang,49,5923,33,5595,0,60,268
13/07/2021,Selangor,Gombak,Setapak,202,2899,32,2524,0,27,348
13/07/2021,Selangor,Hulu Langat,Ampang,308,14840,187,13015,4,170,1655
13/07/2021,Selangor,Hulu Langat,Beranang,38,1346,12,1084,0,17,245
13/07/2021,Selangor,Hulu Langat,Cheras,219,14047,155,12543,4,146,1358
13/07/2021,Selangor,Hulu Langat,Hulu Langat,45,2606,16,2323,0,28,255
13/07/2021,Selangor,Hulu Langat,Hulu Semenyih,0,0,0,0,0,0,2
13/07/2021,Selangor,Hulu Langat,Kajang,227,21782,268,19796,3,148,1838
13/07/2021,Selangor,Hulu Langat,Penjara,26,2868,127,2723,0,0,145
13/07/2021,Selangor,Hulu Langat,Semenyih,105,5607,53,5368,0,41,198
13/07/2021,Selangor,Hulu Selangor,Ampang Pechah,17,476,7,444,0,4,28
13/07/2021,Selangor,Hulu Selangor,Batang Kali,27,604,10,521,0,5,78
13/07/2021,Selangor,Hulu Selangor,Buluh Telur,0,1,0,1,0,0,0
13/07/2021,Selangor,Hulu Selangor,Hulu Bernam,2,215,8,201,0,3,11
13/07/2021,Selangor,Hulu Selangor,Hulu Yam,14,403,0,81,0,3,319
13/07/2021,Selangor,Hulu Selangor,Kalumpang,8,264,0,160,0,2,102
13/07/2021,Selangor,Hulu Selangor,Kerling,0,76,0,73,0,0,3
13/07/2021,Selangor,Hulu Selangor,Kuala Kalumpang,0,0,0,0,0,0,0
13/07/2021,Selangor,Hulu Selangor,Penjara,0,277,0,277,0,0,0
13/07/2021,Selangor,Hulu Selangor,Pertak,0,0,0,0,0,0,0
13/07/2021,Selangor,Hulu Selangor,Rasa,10,291,8,250,0,2,39
13/07/2021,Selangor,Hulu Selangor,Serendah,170,4803,65,4313,1,30,460
13/07/2021,Selangor,Hulu Selangor,Sungai Gumut,0,0,0,0,0,0,0
13/07/2021,Selangor,Hulu Selangor,Sungai Tinggi,0,96,0,96,0,0,0
13/07/2021,Selangor,Klang,Kapar,85,21764,79,21344,2,58,362
13/07/2021,Selangor,Klang,Klang,621,37101,355,35341,6,242,1518
13/07/2021,Selangor,Klang,Penjara,0,13,0,13,0,0,0
13/07/2021,Selangor,Kuala Langat,Bandar,3,416,0,405,0,4,7
13/07/2021,Selangor,Kuala Langat,Batu,7,374,1,356,0,6,12
13/07/2021,Selangor,Kuala Langat,Jugra,6,406,0,392,0,2,12
13/07/2021,Selangor,Kuala Langat,Kelanang,0,173,0,168,0,1,4
13/07/2021,Selangor,Kuala Langat,Morib,2,525,2,502,0,12,11
13/07/2021,Selangor,Kuala Langat,Penjara,16,204,0,82,0,0,122
13/07/2021,Selangor,Kuala Langat,Tanjung 12(1),63,5135,19,4867,0,26,242
13/07/2021,Selangor,Kuala Langat,Tanjung 12(2),30,1945,9,1882,0,9,54
13/07/2021,Selangor,Kuala Langat,Telok Panglima Garang,66,6071,14,5912,0,31,128
13/07/2021,Selangor,Kuala Selangor,Api-Api,6,201,2,174,0,1,26
13/07/2021,Selangor,Kuala Selangor,Bestari Jaya,16,1683,8,1614,0,8,61
13/07/2021,Selangor,Kuala Selangor,Hulu Tinggi,0,0,0,0,0,0,0
13/07/2021,Selangor,Kuala Selangor,Ijok,88,4399,42,3959,0,29,411
13/07/2021,Selangor,Kuala Selangor,Jeram,32,1371,35,1209,0,10,152
13/07/2021,Selangor,Kuala Selangor,Kuala Selangor,6,705,20,605,0,5,95
13/07/2021,Selangor,Kuala Selangor,Pasangan,1,50,0,42,0,0,8
13/07/2021,Selangor,Kuala Selangor,Penjara,0,12,0,12,0,0,0
13/07/2021,Selangor,Kuala Selangor,Tanjong Karang,5,736,9,709,0,9,18
13/07/2021,Selangor,Kuala Selangor,Ujong Permatang,0,133,1,130,0,2,1
13/07/2021,Selangor,Petaling,Bukit Raja,80,6678,55,6383,3,35,260
13/07/2021,Selangor,Petaling,Damansara,492,29675,390,27934,4,168,1573
13/07/2021,Selangor,Petaling,Penjara,0,18,0,17,0,0,1
13/07/2021,Selangor,Petaling,Petaling,487,31476,261,29780,13,339,1357
13/07/2021,Selangor,Petaling,Sungai Buloh,595,21154,294,19662,7,112,1380
13/07/2021,Selangor,Sabak Bernam,Bagan Nakhoda Omar,12,159,4,124,0,4,31
13/07/2021,Selangor,Sabak Bernam,Panchang Bedena,6,300,14,274,0,0,26
13/07/2021,Selangor,Sabak Bernam,Pasir Panjang,15,347,0,324,1,2,21
13/07/2021,Selangor,Sabak Bernam,Penjara,0,4,0,4,0,0,0
13/07/2021,Selangor,Sabak Bernam,Sabak,2,430,3,414,0,4,12
13/07/2021,Selangor,Sabak Bernam,Sungai Panjang,1,272,4,261,0,4,7
13/07/2021,Selangor,Sepang,Dengkil,225,11432,54,10481,2,52,899
13/07/2021,Selangor,Sepang,Labu,32,6543,8,6370,1,15,158
13/07/2021,Selangor,Sepang,Penjara,0,87,3,86,0,0,1
13/07/2021,Selangor,Sepang,Sepang,31,2014,21,1812,2,12,190
14/07/2021,Selangor,Gombak,Batu,330,14575,147,13461,1,158,956
14/07/2021,Selangor,Gombak,Hulu Kelang,201,4490,23,3969,1,60,461
14/07/2021,Selangor,Gombak,Kuang,100,3031,54,2602,0,14,415
14/07/2021,Selangor,Gombak,Penjara,0,242,0,238,0,2,0
14/07/2021,Selangor,Gombak,Rawang,223,6146,66,5661,3,63,422
14/07/2021,Selangor,Gombak,Setapak,114,3013,50,2574,0,27,412
14/07/2021,Selangor,Hulu Langat,Ampang,280,15120,317,13332,6,176,1612
14/07/2021,Selangor,Hulu Langat,Beranang,36,1382,36,1120,1,18,244
14/07/2021,Selangor,Hulu Langat,Cheras,393,14440,246,12789,3,149,1502
14/07/2021,Selangor,Hulu Langat,Hulu Langat,68,2674,25,2348,0,28,298
14/07/2021,Selangor,Hulu Langat,Hulu Semenyih,3,0,0,0,0,0,5
14/07/2021,Selangor,Hulu Langat,Kajang,404,22186,229,20025,7,155,2006
14/07/2021,Selangor,Hulu Langat,Penjara,149,3017,9,2732,0,0,285
14/07/2021,Selangor,Hulu Langat,Semenyih,29,5636,21,5389,2,43,204
14/07/2021,Selangor,Hulu Selangor,Ampang Pechah,2,478,2,446,0,4,28
14/07/2021,Selangor,Hulu Selangor,Batang Kali,11,615,7,528,0,5,82
14/07/2021,Selangor,Hulu Selangor,Buluh Telur,0,1,0,1,0,0,0
14/07/2021,Selangor,Hulu Selangor,Hulu Bernam,5,220,2,203,0,3,14
14/07/2021,Selangor,Hulu Selangor,Hulu Yam,5,408,0,81,0,3,324
14/07/2021,Selangor,Hulu Selangor,Kalumpang,6,270,88,248,0,2,20
14/07/2021,Selangor,Hulu Selangor,Kerling,3,79,1,74,0,0,5
14/07/2021,Selangor,Hulu Selangor,Kuala Kalumpang,0,0,0,0,0,0,0
14/07/2021,Selangor,Hulu Selangor,Penjara,0,277,0,277,0,0,0
14/07/2021,Selangor,Hulu Selangor,Pertak,0,0,0,0,0,0,0
14/07/2021,Selangor,Hulu Selangor,Rasa,9,300,5,255,0,2,43
14/07/2021,Selangor,Hulu Selangor,Serendah,106,4909,38,4351,1,31,527
14/07/2021,Selangor,Hulu Selangor,Sungai Gumut,0,0,0,0,0,0,0
14/07/2021,Selangor,Hulu Selangor,Sungai Tinggi,0,96,0,96,0,0,0
14/07/2021,Selangor,Klang,Kapar,33,21797,131,21475,1,59,263
14/07/2021,Selangor,Klang,Klang,430,37531,646,35987,0,242,1302
14/07/2021,Selangor,Klang,Penjara,0,13,0,13,0,0,0
14/07/2021,Selangor,Kuala Langat,Bandar,11,427,1,406,0,4,17
14/07/2021,Selangor,Kuala Langat,Batu,2,376,2,358,0,6,12
14/07/2021,Selangor,Kuala Langat,Jugra,9,415,0,392,0,2,21
14/07/2021,Selangor,Kuala Langat,Kelanang,0,173,0,168,0,1,4
14/07/2021,Selangor,Kuala Langat,Morib,5,530,5,507,0,12,11
14/07/2021,Selangor,Kuala Langat,Penjara,0,204,71,153,0,0,51
14/07/2021,Selangor,Kuala Langat,Tanjung 12(1),59,5194,75,4942,0,26,226
14/07/2021,Selangor,Kuala Langat,Tanjung 12(2),19,1964,26,1908,0,9,47
14/07/2021,Selangor,Kuala Langat,Telok Panglima Garang,39,6110,53,5965,0,31,114
14/07/2021,Selangor,Kuala Selangor,Api-Api,6,207,1,175,0,1,31
14/07/2021,Selangor,Kuala Selangor,Bestari Jaya,13,1696,4,1618,0,8,70
14/07/2021,Selangor,Kuala Selangor,Hulu Tinggi,0,0,0,0,0,0,0
14/07/2021,Selangor,Kuala Selangor,Ijok,90,4489,64,4023,1,30,436
14/07/2021,Selangor,Kuala Selangor,Jeram,30,1401,11,1220,1,11,170
14/07/2021,Selangor,Kuala Selangor,Kuala Selangor,16,721,55,660,0,5,56
14/07/2021,Selangor,Kuala Selangor,Pasangan,0,50,0,42,0,0,8
14/07/2021,Selangor,Kuala Selangor,Penjara,0,12,0,12,0,0,0
14/07/2021,Selangor,Kuala Selangor,Tanjong Karang,10,746,2,711,0,9,26
14/07/2021,Selangor,Kuala Selangor,Ujong Permatang,0,133,0,130,0,2,1
14/07/2021,Selangor,Petaling,Bukit Raja,124,6802,62,6445,1,36,321
14/07/2021,Selangor,Petaling,Damansara,458,30133,442,28376,1,169,1588
14/07/2021,Selangor,Petaling,Penjara,0,18,0,17,0,0,1
14/07/2021,Selangor,Petaling,Petaling,596,32072,390,30170,10,349,1553
14/07/2021,Selangor,Petaling,Sungai Buloh,412,21566,241,19903,3,115,1548
14/07/2021,Selangor,Sabak Bernam,Bagan Nakhoda Omar,3,162,0,124,0,4,34
14/07/2021,Selangor,Sabak Bernam,Panchang Bedena,2,302,0,274,0,0,28
14/07/2021,Selangor,Sabak Bernam,Pasir Panjang,3,350,1,325,0,2,23
14/07/2021,Selangor,Sabak Bernam,Penjara,0,4,0,4,0,0,0
14/07/2021,Selangor,Sabak Bernam,Sabak,0,430,0,414,0,4,12
14/07/2021,Selangor,Sabak Bernam,Sungai Panjang,8,280,0,261,0,4,15
14/07/2021,Selangor,Sepang,Dengkil,134,11566,139,10620,1,53,893
14/07/2021,Selangor,Sepang,Labu,30,6573,35,6405,1,16,152
14/07/2021,Selangor,Sepang,Penjara,0,87,0,86,0,0,1
14/07/2021,Selangor,Sepang,Sepang,25,2039,31,1843,1,13,183
15/07/2021,Selangor,Gombak,Batu,331,14906,295,13756,4,162,988
15/07/2021,Selangor,Gombak,Hulu Kelang,195,4685,132,4101,0,60,524
15/07/2021,Selangor,Gombak,Kuang,113,3144,66,2668,1,15,461
15/07/2021,Selangor,Gombak,Penjara,0,242,0,238,0,2,0
15/07/2021,Selangor,Gombak,Rawang,382,6528,89,5750,3,66,712
15/07/2021,Selangor,Gombak,Setapak,45,3058,123,2697,0,27,334
15/07/2021,Selangor,Hulu Langat,Ampang,237,15357,243,13575,4,180,1602
15/07/2021,Selangor,Hulu Langat,Beranang,86,1468,19,1139,0,18,311
15/07/2021,Selangor,Hulu Langat,Cheras,145,14585,215,13004,4,153,1428
15/07/2021,Selangor,Hulu Langat,Hulu Langat,133,2807,39,2387,1,29,391
15/07/2021,Selangor,Hulu Langat,Hulu Semenyih,1,0,1,1,0,0,5
15/07/2021,Selangor,Hulu Langat,Kajang,324,22510,246,20271,5,160,2079
15/07/2021,Selangor,Hulu Langat,Penjara,29,3046,1,2733,0,0,313
15/07/2021,Selangor,Hulu Langat,Semenyih,22,5658,15,5404,0,43,211
15/07/2021,Selangor,Hulu Selangor,Ampang Pechah,10,488,4,450,0,4,34
15/07/2021,Selangor,Hulu Selangor,Batang Kali,7,622,19,547,0,5,70
15/07/2021,Selangor,Hulu Selangor,Buluh Telur,0,1,0,1,0,0,0
15/07/2021,Selangor,Hulu Selangor,Hulu Bernam,11,231,3,206,0,3,22
15/07/2021,Selangor,Hulu Selangor,Hulu Yam,5,413,0,81,0,3,329
15/07/2021,Selangor,Hulu Selangor,Kalumpang,8,278,1,249,0,2,27
15/07/2021,Selangor,Hulu Selangor,Kerling,3,82,1,75,0,0,7
15/07/2021,Selangor,Hulu Selangor,Kuala Kalumpang,0,0,0,0,0,0,0
15/07/2021,Selangor,Hulu Selangor,Penjara,0,277,0,277,0,0,0
15/07/2021,Selangor,Hulu Selangor,Pertak,0,0,0,0,0,0,0
15/07/2021,Selangor,Hulu Selangor,Rasa,6,306,3,258,0,2,46
15/07/2021,Selangor,Hulu Selangor,Serendah,129,5038,101,4452,3,34,552
15/07/2021,Selangor,Hulu Selangor,Sungai Gumut,0,0,0,0,0,0,0
15/07/2021,Selangor,Hulu Selangor,Sungai Tinggi,0,96,0,96,0,0,0
15/07/2021,Selangor,Klang,Kapar,230,22027,109,21584,0,59,384
15/07/2021,Selangor,Klang,Klang,939,38470,477,36464,4,246,1760
15/07/2021,Selangor,Klang,Penjara,0,13,0,13,0,0,0
15/07/2021,Selangor,Kuala Langat,Bandar,6,433,3,409,0,4,20
15/07/2021,Selangor,Kuala Langat,Batu,5,381,0,358,0,6,17
15/07/2021,Selangor,Kuala Langat,Jugra,4,419,8,400,0,2,17
15/07/2021,Selangor,Kuala Langat,Kelanang,4,177,4,172,0,1,4
15/07/2021,Selangor,Kuala Langat,Morib,4,534,2,509,0,12,13
15/07/2021,Selangor,Kuala Langat,Penjara,0,204,0,153,0,0,51
15/07/2021,Selangor,Kuala Langat,Tanjung 12(1),111,5305,72,5014,0,26,265
15/07/2021,Selangor,Kuala Langat,Tanjung 12(2),37,2001,18,1926,0,9,66
15/07/2021,Selangor,Kuala Langat,Telok Panglima Garang,63,6173,70,6035,1,32,106
15/07/2021,Selangor,Kuala Selangor,Api-Api,5,212,3,178,0,1,33
15/07/2021,Selangor,Kuala Selangor,Bestari Jaya,8,1704,5,1623,0,8,73
15/07/2021,Selangor,Kuala Selangor,Hulu Tinggi,0,0,0,0,0,0,0
15/07/2021,Selangor,Kuala Selangor,Ijok,98,4587,54,4077,1,31,479
15/07/2021,Selangor,Kuala Selangor,Jeram,21,1422,9,1229,0,11,182
15/07/2021,Selangor,Kuala Selangor,Kuala Selangor,18,739,8,668,0,5,66
15/07/2021,Selangor,Kuala Selangor,Pasangan,1,51,1,43,0,0,8
15/07/2021,Selangor,Kuala Selangor,Penjara,0,12,0,12,0,0,0
15/07/2021,Selangor,Kuala Selangor,Tanjong Karang,9,755,2,713,0,9,33
15/07/2021,Selangor,Kuala Selangor,Ujong Permatang,0,133,0,130,0,2,1
15/07/2021,Selangor,Petaling,Bukit Raja,167,6969,91,6536,0,36,397
15/07/2021,Selangor,Petaling,Damansara,707,30840,506,28882,3,172,1786
15/07/2021,Selangor,Petaling,Penjara,0,18,0,17,0,0,1
15/07/2021,Selangor,Petaling,Petaling,629,32701,549,30719,4,353,1629
15/07/2021,Selangor,Petaling,Sungai Buloh,601,22167,489,20392,5,120,1655
15/07/2021,Selangor,Sabak Bernam,Bagan Nakhoda Omar,0,162,13,137,0,4,21
15/07/2021,Selangor,Sabak Bernam,Panchang Bedena,13,315,1,275,0,0,40
15/07/2021,Selangor,Sabak Bernam,Pasir Panjang,0,350,0,325,0,2,23
15/07/2021,Selangor,Sabak Bernam,Penjara,0,4,0,4,0,0,0
15/07/2021,Selangor,Sabak Bernam,Sabak,1,431,4,418,0,4,9
15/07/2021,Selangor,Sabak Bernam,Sungai Panjang,0,280,1,262,1,5,13
15/07/2021,Selangor,Sepang,Dengkil,142,11708,133,10753,1,54,901
15/07/2021,Selangor,Sepang,Labu,47,6620,37,6442,0,16,162
15/07/2021,Selangor,Sepang,Penjara,0,87,0,86,0,0,1
15/07/2021,Selangor,Sepang,Sepang,21,2060,32,1875,0,13,172
16/07/2021,Selangor,Gombak,Batu,301,15207,231,13987,1,163,1057
16/07/2021,Selangor,Gombak,Hulu Kelang,191,4876,118,4219,0,60,597
16/07/2021,Selangor,Gombak,Kuang,111,3255,57,2725,0,15,515
16/07/2021,Selangor,Gombak,Penjara,0,242,0,238,0,2,0
16/07/2021,Selangor,Gombak,Rawang,113,6641,150,5900,1,67,674
16/07/2021,Selangor,Gombak,Setapak,96,3154,78,2775,0,27,352
16/07/2021,Selangor,Hulu Langat,Ampang,216,15573,196,13771,7,187,1615
16/07/2021,Selangor,Hulu Langat,Beranang,297,1765,29,1168,0,18,579
16/07/2021,Selangor,Hulu Langat,Cheras,194,14779,226,13230,4,157,1392
16/07/2021,Selangor,Hulu Langat,Hulu Langat,58,2865,34,2421,1,30,414
16/07/2021,Selangor,Hulu Langat,Hulu Semenyih,1,7,0,1,0,0,6
16/07/2021,Selangor,Hulu Langat,Kajang,388,22898,229,20500,6,166,2232
16/07/2021,Selangor,Hulu Langat,Penjara,15,3061,66,2799,0,0,262
16/07/2021,Selangor,Hulu Langat,Semenyih,28,5686,35,5439,0,43,204
16/07/2021,Selangor,Hulu Selangor,Ampang Pechah,4,492,3,453,0,4,35
16/07/2021,Selangor,Hulu Selangor,Batang Kali,11,633,24,571,0,5,57
16/07/2021,Selangor,Hulu Selangor,Buluh Telur,0,1,0,1,0,0,0
16/07/2021,Selangor,Hulu Selangor,Hulu Bernam,8,239,5,211,0,3,25
16/07/2021,Selangor,Hulu Selangor,Hulu Yam,1,414,0,81,0,3,330
16/07/2021,Selangor,Hulu Selangor,Kalumpang,1,279,3,252,0,2,25
16/07/2021,Selangor,Hulu Selangor,Kerling,0,82,1,76,0,0,6
16/07/2021,Selangor,Hulu Selangor,Kuala Kalumpang,0,0,0,0,0,0,0
16/07/2021,Selangor,Hulu Selangor,Penjara,0,277,0,277,0,0,0
16/07/2021,Selangor,Hulu Selangor,Pertak,0,0,0,0,0,0,0
16/07/2021,Selangor,Hulu Selangor,Rasa,0,306,16,274,0,2,30
16/07/2021,Selangor,Hulu Selangor,Serendah,77,5115,101,4553,0,34,528
16/07/2021,Selangor,Hulu Selangor,Sungai Gumut,0,0,0,0,0,0,0
16/07/2021,Selangor,Hulu Selangor,Sungai Tinggi,0,96,0,96,0,0,0
16/07/2021,Selangor,Klang,Kapar,168,22195,134,21718,1,60,417
16/07/2021,Selangor,Klang,Klang,935,39405,621,37085,11,257,2063
16/07/2021,Selangor,Klang,Penjara,0,13,0,13,0,0,0
16/07/2021,Selangor,Kuala Langat,Bandar,5,438,1,410,0,4,24
16/07/2021,Selangor,Kuala Langat,Batu,5,386,3,361,0,6,19
16/07/2021,Selangor,Kuala Langat,Jugra,6,425,4,404,0,2,19
16/07/2021,Selangor,Kuala Langat,Kelanang,6,183,0,172,0,1,10
16/07/2021,Selangor,Kuala Langat,Morib,2,536,9,518,0,12,6
16/07/2021,Selangor,Kuala Langat,Penjara,13,217,35,188,0,0,29
16/07/2021,Selangor,Kuala Langat,Tanjung 12(1),153,5458,85,5099,0,26,333
